uid,id,score
u00014,a01231,5
u00014,a04880,4
u00014,a03367,4
u00014,a00524,2
u00014,a00813,4
u00014,a05916,1
u00014,a00422,4
u00014,a04249,5
u00014,a00192,5
u00014,a00911,2
u00014,a02850,4
u00014,a03311,3
u00014,a01544,4
u00014,a02716,1
u00014,a04603,2
u00014,a03689,5
u00014,a01457,3
u00015,a01360,2
u00015,a00999,1
u00015,a04998,5
u00015,a05347,3
u00015,a04209,5
u00015,a03037,3
u00015,a03652,3
u00015,a00385,5
u00015,a00893,2
u00015,a04057,3
u00015,a01474,1
u00015,a05849,4
u00015,a04043,3
u00015,a02279,2
u00015,a03247,4
u00015,a01228,3
u00015,a02659,2
u00015,a01828,1
u00015,a04427,5
u00015,a06616,3
u00015,a00380,5
u00015,a00060,3
u00015,a04692,1
u00015,a06750,4
u00015,a02970,1
u00015,a05904,2
u00015,a02038,4
u00015,a01612,4
u00015,a02359,4
u00015,a02064,1
u00015,a01212,5
u00015,a05366,3
u00015,a04783,5
u00015,a06563,1
u00015,a01212,1
u00015,a01968,5
u00015,a04146,3
u00015,a01353,4
u00015,a02696,3
u00015,a04583,1
u00015,a05900,1
u00015,a06325,5
u00015,a06896,1
u00015,a01959,5
u00015,a00761,4
u00015,a00037,3
u00015,a06109,3
u00015,a01484,3
u00015,a06121,1
u00015,a06162,1
u00015,a04704,2
u00015,a02771,5
u00015,a03771,1
u00015,a00159,5
u00015,a06312,5
u00015,a02607,1
u00015,a05729,3
u00015,a05261,3
u00015,a00135,2
u00015,a02681,2
u00015,a03974,4
u00015,a04029,3
u00015,a05906,1
u00015,a06582,2
u00015,a01840,2
u00015,a00330,4
u00015,a01438,1
u00015,a00839,3
u00015,a00964,1
u00015,a03413,2
u00015,a01245,3
u00015,a06053,2
u00015,a03916,3
u00015,a05890,5
u00015,a06221,1
u00015,a00247,4
u00015,a02646,1
u00015,a03789,5
u00015,a06051,5
u00015,a06222,1
u00015,a00888,4
u00015,a03205,5
u00015,a01979,5
u00015,a01455,3
u00015,a06370,4
u00015,a03899,1
u00015,a02713,1
u00015,a02174,1
u00015,a00123,4
u00015,a01152,4
u00015,a01959,4
u00016,a06367,4
u00016,a03223,5
u00016,a05821,5
u00016,a03935,5
u00016,a06191,2
u00016,a04693,1
u00016,a06307,2
u00016,a01290,4
u00016,a00173,3
u00016,a06566,2
u00016,a00695,1
u00016,a06821,5
u00016,a02776,3
u00016,a02277,2
u00016,a06001,1
u00016,a06218,2
u00016,a01455,4
u00016,a06272,5
u00016,a03656,4
u00016,a05425,2
u00016,a05529,3
u00016,a06641,5
u00016,a05646,1
u00016,a04152,4
u00016,a06878,2
u00016,a05487,3
u00016,a03854,3
u00016,a05959,3
u00016,a02588,1
u00016,a01166,5
u00016,a02206,2
u00016,a01718,2
u00016,a04249,3
u00016,a05180,5
u00016,a00129,1
u00016,a04782,1
u00016,a06828,3
u00016,a04206,4
u00016,a05328,4
u00016,a01687,1
u00016,a01393,2
u00016,a02013,1
u00016,a05012,1
u00016,a05960,3
u00016,a02033,4
u00016,a04767,5
u00016,a04648,4
u00016,a06066,3
u00016,a01967,3
u00016,a06050,2
u00016,a00489,4
u00016,a06414,5
u00016,a02724,3
u00016,a04472,1
u00016,a03512,2
u00016,a02292,3
u00016,a00809,4
u00016,a00352,1
u00016,a05509,5
u00016,a02043,2
u00016,a02004,3
u00016,a02973,3
u00016,a00437,1
u00016,a00668,1
u00016,a04644,5
u00016,a03429,3
u00016,a03472,2
u00016,a01967,2
u00016,a00199,2
u00016,a06931,1
u00016,a01223,3
u00016,a00434,4
u00016,a03371,3
u00016,a05968,4
u00016,a05432,2
u00016,a01998,4
u00016,a04780,2
u00016,a06536,2
u00016,a02486,5
u00016,a05450,3
u00016,a05527,4
u00016,a06806,5
u00016,a02508,4
u00016,a03805,4
u00016,a00040,1
u00016,a01157,1
u00016,a05748,5
u00016,a04504,1
u00016,a06204,4
u00016,a05974,3
u00016,a02264,1
u00016,a02357,1
u00016,a02687,3
u00017,a04519,5
u00017,a01636,2
u00017,a05543,1
u00017,a06618,4
u00017,a00383,3
u00017,a03007,4
u00017,a06383,3
u00017,a06276,1
u00017,a05656,2
u00017,a05353,3
u00017,a05952,4
u00017,a06220,2
u00017,a06149,4
u00017,a06719,2
u00017,a04702,3
u00017,a03535,3
u00017,a06276,2
u00017,a00697,1
u00017,a00426,2
u00017,a01947,3
u00017,a02942,3
u00017,a00719,1
u00017,a00788,5
u00017,a00411,4
u00017,a02888,2
u00017,a02225,2
u00017,a05420,2
u00017,a00694,4
u00017,a03891,2
u00017,a00370,3
u00017,a05050,5
u00017,a05629,3
u00017,a04405,2
u00017,a06852,2
u00017,a01126,1
u00017,a01824,3
u00017,a04742,2
u00017,a04923,5
u00017,a02493,4
u00017,a02723,1
u00017,a05472,2
u00017,a00062,2
u00017,a05110,3
u00017,a00027,2
u00017,a02661,1
u00017,a06599,1
u00017,a05745,3
u00017,a06658,3
u00017,a03794,2
u00017,a01254,1
u00017,a06127,1
u00017,a01261,5
u00017,a04130,2
u00017,a03524,3
u00017,a00536,1
u00017,a00598,2
u00017,a01166,2
u00017,a02776,2
u00017,a02067,1
u00017,a00316,4
u00017,a03878,5
u00017,a00296,4
u00017,a03483,5
u00017,a00715,5
u00017,a04439,5
u00017,a03321,4
u00017,a01465,2
u00017,a04343,4
u00017,a00312,5
u00017,a04972,2
u00017,a01868,1
u00017,a03032,5
u00017,a01789,3
u00017,a05028,5
u00017,a03450,2
u00017,a04705,3
u00017,a03087,2
u00017,a06032,4
u00017,a01681,3
u00017,a05159,5
u00017,a06409,2
u00017,a02003,4
u00017,a03559,4
u00017,a05343,3
u00017,a05922,1
u00017,a02101,3
u00017,a02503,3
u00017,a03951,4
u00017,a05952,1
u00017,a00383,3
u00017,a00346,1
u00017,a00792,1
u00017,a03137,3
u00017,a02114,2
u00017,a03817,2
u00018,a05015,5
u00018,a00559,1
u00018,a02392,3
u00018,a04204,5
u00018,a01813,5
u00018,a01635,5
u00018,a04789,2
u00018,a01687,5
u00018,a06171,1
u00018,a01939,4
u00018,a04180,3
u00018,a02794,5
u00018,a00741,4
u00018,a06158,3
u00018,a05683,4
u00018,a02379,3
u00018,a04049,2
u00018,a01811,3
u00018,a05834,2
u00018,a02523,5
u00018,a05737,4
u00018,a01270,5
u00018,a01845,4
u00018,a04023,2
u00018,a00421,3
u00018,a05800,4
u00018,a01338,5
u00018,a00256,1
u00018,a01125,2
u00018,a00198,3
u00018,a01724,1
u00018,a05557,3
u00018,a05663,4
u00018,a04415,3
u00018,a02953,2
u00018,a05611,2
u00018,a02790,3
u00018,a02571,3
u00018,a06812,3
u00018,a03439,5
u00018,a04077,2
u00018,a06900,3
u00018,a06397,1
u00018,a06201,2
u00018,a00537,4
u00018,a04065,3
u00018,a03730,4
u00018,a02707,2
u00018,a06959,5
u00018,a03832,4
u00018,a02923,5
u00018,a05134,2
u00018,a01003,1
u00018,a01601,2
u00018,a06260,5
u00018,a00672,4
u00018,a02396,3
u00018,a03347,2
u00018,a03426,2
u00018,a01691,2
u00018,a06710,1
u00018,a01054,2
u00018,a05433,4
u00018,a05852,4
u00018,a01236,4
u00018,a00762,3
u00018,a03821,5
u00018,a06414,5
u00018,a05137,5
u00018,a04666,4
u00018,a04953,1
u00018,a03427,1
u00018,a06616,5
u00018,a02578,1
u00018,a06314,5
u00018,a04351,5
u00018,a06414,2
u00018,a04593,1
u00018,a01151,2
u00018,a05597,5
u00018,a04050,1
u00018,a01082,2
u00018,a03413,1
u00018,a02177,1
u00018,a03827,3
u00018,a00668,3
u00018,a03119,4
u00018,a06527,4
u00018,a03388,4
u00018,a01572,5
u00018,a03862,2
u00018,a06353,2
u00018,a00823,3
u00018,a01207,3
u00018,a02471,5
u00018,a06418,4
u00019,a01112,5
u00019,a05376,3
u00019,a05844,3
u00019,a01211,4
u00019,a02518,2
u00019,a00496,4
u00019,a01184,5
u00019,a04084,5
u00019,a01617,2
u00019,a02384,5
u00019,a04986,5
u00019,a00029,4
u00019,a01723,3
u00019,a02834,1
u00019,a03056,1
u00019,a06898,3
u00019,a02906,4
u00019,a02649,5
u00019,a01424,2
u00019,a04538,2
u00019,a03600,2
u00019,a03273,4
u00019,a02497,1
u00019,a00976,1
u00019,a00230,5
u00019,a04245,2
u00019,a04235,1
u00019,a00280,5
u00019,a06422,4
u00019,a02242,1
u00019,a04735,3
u00019,a05015,4
u00019,a06294,4
u00019,a06136,2
u00019,a00108,5
u00019,a00652,4
u00019,a04635,5
u00019,a06784,5
u00019,a04206,5
u00019,a05940,2
u00019,a01980,3
u00019,a03274,1
u00019,a02428,3
u00019,a04652,5
u00019,a03468,5
u00019,a01826,2
u00019,a05262,2
u00019,a06298,4
u00019,a06929,2
u00019,a03594,3
u00019,a05053,3
u00019,a00037,3
u00019,a05218,3
u00019,a03063,4
u00019,a06950,5
u00019,a00653,3
u00019,a06367,4
u00019,a06223,3
u00019,a02034,3
u00019,a01711,5
u00019,a05614,3
u00019,a01205,2
u00019,a06410,5
u00019,a04151,4
u00019,a00111,1
u00019,a06532,2
u00019,a05524,5
u00019,a05809,4
u00019,a05434,5
u00019,a03775,1
u00019,a05693,4
u00019,a04864,3
u00019,a04948,4
u00019,a06210,1
u00019,a00351,1
u00019,a03113,5
u00019,a04473,3
u00019,a04105,1
u00019,a06781,3
u00019,a02183,2
u00019,a01226,2
u00019,a01189,5
u00019,a00558,5
u00019,a03098,2
u00019,a01701,5
u00019,a04677,1
u00019,a04282,3
u00019,a06695,5
u00019,a03418,1
u00019,a05189,4
u00019,a05151,3
u00019,a04350,2
u00020,a03411,4
u00020,a01897,1
u00020,a03176,2
u00020,a00333,2
u00020,a03643,4
u00020,a00120,3
u00020,a01356,1
u00020,a05300,2
u00020,a02065,5
u00020,a03983,2
u00020,a02090,4
u00020,a04348,5
u00020,a03818,4
u00020,a00736,2
u00020,a05211,5
u00020,a00063,4
u00020,a03390,2
u00020,a06139,4
u00020,a01906,3
u00020,a04819,4
u00020,a02491,1
u00020,a02374,5
u00020,a00789,2
u00020,a01468,5
u00020,a06352,2
u00020,a00389,2
u00020,a03989,2
u00020,a01427,5
u00020,a03998,5
u00020,a06611,1
u00020,a02110,5
u00020,a05632,5
u00020,a01087,2
u00020,a02385,5
u00020,a04075,5
u00020,a02527,4
u00020,a02337,1
u00020,a02385,1
u00020,a00579,4
u00020,a06311,4
u00020,a05776,2
u00020,a00955,3
u00020,a00645,2
u00020,a04424,5
u00020,a03726,1
u00020,a03797,1
u00020,a03829,4
u00020,a00720,1
u00020,a00835,5
u00020,a00059,3
u00020,a05712,5
u00020,a01687,3
u00020,a06163,4
u00020,a04497,2
u00020,a04253,3
u00020,a03271,3
u00020,a05213,3
u00020,a00372,1
u00020,a05787,2
u00020,a05796,3
u00020,a00659,5
u00020,a01014,2
u00020,a03151,2
u00020,a04916,5
u00020,a00604,2
u00020,a01587,3
u00020,a06337,5
u00020,a00923,4
u00020,a03279,2
u00020,a05612,3
u00020,a05837,2
u00020,a06937,5
u00020,a03626,4
u00020,a03076,2
u00020,a01941,3
u00020,a05340,4
u00020,a04011,5
u00020,a00834,1
u00020,a06777,2
u00020,a02909,4
u00020,a02690,5
u00020,a00624,1
u00020,a06853,5
u00020,a04935,1
u00020,a01320,5
u00020,a00282,5
u00020,a04521,1
u00020,a02133,5
u00020,a02257,5
u00020,a03183,5
u00020,a00927,2
u00020,a05832,4
u00020,a04745,2
u00020,a01030,4
u00020,a02510,2
u00020,a02639,3
u00020,a02650,2
u00020,a00002,1
u00021,a01822,5
u00021,a06205,2
u00021,a03889,1
u00021,a00274,4
u00021,a04249,5
u00021,a05495,2
u00021,a01523,3
u00021,a03443,5
u00021,a05889,3
u00021,a05205,1
u00021,a03765,2
u00021,a05199,4
u00021,a03582,3
u00021,a04172,3
u00021,a00992,4
u00021,a03266,5
u00021,a03413,2
u00021,a02119,3
u00021,a03112,2
u00021,a06066,3
u00021,a03496,2
u00021,a04797,5
u00021,a02490,4
u00021,a00917,5
u00021,a02532,4
u00021,a05380,3
u00021,a06363,2
u00021,a02500,3
u00021,a01333,4
u00021,a03902,5
u00021,a02604,5
u00021,a04697,2
u00021,a01906,4
u00021,a00381,3
u00021,a03668,2
u00021,a05254,2
u00021,a01998,4
u00021,a01598,5
u00021,a04107,4
u00021,a00014,3
u00021,a04709,1
u00021,a02518,5
u00021,a06325,3
u00021,a05257,3
u00021,a05352,2
u00021,a06039,4
u00021,a02027,5
u00021,a00079,2
u00021,a05013,2
u00021,a00711,2
u00021,a04138,4
u00021,a01943,5
u00021,a05262,3
u00021,a05167,5
u00021,a03864,5
u00021,a05842,5
u00021,a01142,4
u00021,a01537,2
u00021,a06789,1
u00021,a06378,5
u00021,a00610,2
u00021,a01787,3
u00021,a06889,2
u00021,a02476,3
u00021,a06139,1
u00021,a04178,1
u00021,a04222,4
u00021,a02408,5
u00021,a01822,5
u00021,a00328,2
u00021,a05028,3
u00021,a01221,5
u00021,a00429,3
u00021,a01449,3
u00021,a05546,5
u00021,a03257,3
u00021,a01303,3
u00021,a00711,4
u00021,a02663,3
u00021,a02943,1
u00021,a06032,4
u00021,a00125,5
u00021,a02733,4
u00021,a01803,4
u00021,a02221,2
u00021,a02229,3
u00021,a05400,5
u00021,a05555,5
u00021,a02227,4
u00021,a00679,1
u00021,a06193,1
u00021,a00977,4
u00021,a05586,2
u00021,a02111,5
u00021,a03359,5
u00021,a03154,3
u00021,a02693,1
u00021,a00044,5
u00022,a04197,4
u00022,a02336,1
u00022,a02804,4
u00022,a06909,3
u00022,a06103,5
u00022,a02121,5
u00022,a03335,3
u00022,a01306,3
u00022,a03065,1
u00022,a06764,3
u00022,a02899,1
u00022,a04737,4
u00022,a02743,3
u00022,a01989,3
u00022,a04765,2
u00022,a02956,2
u00022,a04191,3
u00022,a00810,5
u00022,a06393,2
u00022,a05926,2
u00022,a03364,5
u00022,a04312,2
u00022,a03220,1
u00022,a00114,2
u00022,a02856,3
u00022,a06397,5
u00022,a04312,3
u00022,a00082,1
u00022,a04591,3
u00022,a06793,1
u00022,a05283,1
u00022,a05186,5
u00022,a06388,5
u00022,a03515,5
u00022,a02498,1
u00022,a02695,1
u00022,a00783,4
u00022,a04496,5
u00022,a05731,2
u00022,a06480,4
u00022,a05996,2
u00022,a02966,2
u00022,a05686,1
u00022,a04615,3
u00022,a02547,3
u00022,a04529,2
u00022,a02450,3
u00022,a05217,4
u00022,a06646,2
u00022,a00867,1
u00022,a04954,2
u00022,a02195,4
u00022,a01561,1
u00022,a02695,2
u00022,a03943,2
u00022,a05506,4
u00022,a05028,5
u00022,a01604,5
u00022,a01367,2
u00022,a01486,4
u00022,a00668,3
u00022,a03097,2
u00022,a03299,2
u00022,a06293,5
u00022,a05882,5
u00022,a03604,2
u00022,a00042,5
u00022,a05164,3
u00022,a06865,5
u00022,a05625,5
u00022,a06091,5
u00022,a04776,3
u00022,a03426,5
u00022,a00963,4
u00022,a02424,2
u00022,a06125,3
u00022,a06869,5
u00022,a00664,3
u00022,a05730,3
u00022,a06853,2
u00022,a06102,4
u00022,a00658,2
u00022,a06401,3
u00022,a03538,5
u00022,a01951,4
u00022,a06876,4
u00022,a01548,1
u00022,a00122,5
u00022,a00002,4
u00022,a03646,2
u00022,a05650,3
u00022,a03158,2
u00023,a01872,1
u00023,a00198,4
u00023,a05692,1
u00023,a06274,4
u00023,a01273,1
u00023,a01414,5
u00023,a03244,4
u00023,a06685,1
u00023,a02579,2
u00023,a05932,2
u00023,a06000,2
u00023,a00022,5
u00023,a01361,2
u00023,a03264,3
u00023,a04094,5
u00023,a01460,3
u00023,a04076,3
u00023,a02800,2
u00023,a04908,2
u00023,a02245,5
u00023,a03745,2
u00023,a01147,1
u00023,a04655,4
u00023,a04158,5
u00023,a01276,3
u00023,a00021,4
u00023,a00088,3
u00023,a02604,3
u00023,a02276,4
u00023,a04414,4
u00023,a04930,3
u00023,a00231,3
u00023,a00330,2
u00023,a05646,2
u00023,a04397,3
u00023,a00167,4
u00023,a01152,1
u00023,a00711,2
u00023,a00682,4
u00023,a06012,4
u00023,a05249,2
u00023,a03479,5
u00023,a00427,3
u00023,a05349,2
u00023,a00082,5
u00023,a01319,4
u00023,a00961,1
u00023,a05349,5
u00023,a06025,2
u00023,a04022,1
u00023,a01399,3
u00023,a00195,5
u00023,a05957,4
u00023,a05444,4
u00023,a04990,2
u00023,a02910,2
u00023,a01115,2
u00023,a05864,5
u00023,a00370,4
u00023,a02417,2
u00023,a06315,1
u00023,a00894,3
u00023,a06720,4
u00023,a04480,2
u00023,a05684,2
u00023,a05584,2
u00023,a01925,3
u00023,a01688,4
u00023,a05442,1
u00023,a05076,5
u00023,a06844,4
u00023,a00478,4
u00023,a01753,5
u00023,a06079,4
u00023,a01455,1
u00023,a02211,2
u00023,a01052,3
u00023,a03355,2
u00023,a03226,4
u00023,a04019,4
u00023,a01604,4
u00023,a06145,1
u00023,a02451,4
u00023,a03700,4
u00023,a05778,5
u00023,a06691,3
u00023,a05363,5
u00023,a05169,1
u00023,a06722,5
u00023,a03229,2
u00023,a04412,2
u00023,a03838,1
u00023,a04968,3
u00023,a01670,5
u00023,a05816,2
u00023,a03280,1
u00023,a03391,4
u00023,a05890,2
u00023,a06183,2
u00023,a04135,4
u00024,a01427,2
u00024,a04973,5
u00024,a01853,2
u00024,a01984,1
u00024,a06513,1
u00024,a03520,5
u00024,a04949,4
u00024,a03143,3
u00024,a03663,4
u00024,a05867,5
u00024,a06212,4
u00024,a03508,3
u00024,a01649,3
u00024,a04365,2
u00024,a06859,5
u00024,a06677,1
u00024,a03953,2
u00024,a00466,3
u00024,a04696,3
u00024,a00020,5
u00024,a03011,4
u00024,a00766,1
u00024,a00584,1
u00024,a06175,2
u00024,a02669,5
u00024,a06294,3
u00024,a04584,3
u00024,a03701,5
u00024,a00611,1
u00024,a06941,4
u00024,a03203,4
u00024,a06427,3
u00024,a04453,1
u00024,a01347,3
u00024,a02272,3
u00024,a01368,4
u00024,a00186,2
u00024,a05975,3
u00024,a02978,2
u00024,a02827,5
u00024,a05989,5
u00024,a00868,4
u00024,a02103,5
u00024,a04005,3
u00024,a05382,3
u00024,a01922,2
u00024,a04450,5
u00024,a01779,4
u00024,a05585,3
u00024,a03631,3
u00024,a00245,4
u00024,a03409,2
u00024,a03027,3
u00024,a05301,5
u00024,a01687,4
u00024,a01144,2
u00024,a03792,4
u00024,a06133,3
u00024,a06632,3
u00024,a03895,3
u00024,a04528,2
u00024,a04849,5
u00024,a06527,5
u00024,a05933,3
u00024,a01452,4
u00024,a00784,4
u00024,a03870,5
u00024,a00214,4
u00024,a02156,4
u00024,a04293,2
u00024,a04551,1
u00024,a05964,5
u00024,a02940,4
u00024,a06189,5
u00024,a00853,4
u00024,a05165,3
u00024,a06733,5
u00024,a02064,1
u00024,a06086,3
u00024,a02424,2
u00024,a03656,4
u00024,a06914,3
u00024,a02869,3
u00024,a01549,3
u00024,a06179,4
u00024,a03023,4
u00024,a05096,5
u00024,a01238,3
u00024,a04356,5
u00024,a00937,2
u00024,a02573,1
u00024,a02102,2
u00025,a01330,5
u00025,a04902,2
u00025,a02977,4
u00025,a02078,2
u00025,a01487,4
u00025,a03956,3
u00025,a00720,4
u00025,a06141,2
u00025,a03470,4
u00025,a03611,2
u00025,a06037,2
u00025,a00785,3
u00025,a00592,3
u00025,a05266,5
u00025,a05170,5
u00025,a04145,5
u00025,a05849,2
u00025,a00087,3
u00025,a06523,1
u00025,a06150,2
u00025,a01977,4
u00025,a04506,4
u00025,a05853,4
u00025,a06309,4
u00025,a01315,2
u00025,a06066,1
u00025,a03851,2
u00025,a06075,3
u00025,a00495,5
u00025,a02292,5
u00025,a03057,4
u00025,a00550,4
u00025,a04654,2
u00025,a04760,4
u00025,a00504,3
u00025,a02948,5
u00025,a05622,5
u00025,a01625,2
u00025,a04190,1
u00025,a05817,1
u00025,a04325,1
u00025,a00842,4
u00025,a05772,1
u00025,a05725,5
u00025,a02727,5
u00025,a04247,2
u00025,a04126,4
u00025,a05368,1
u00025,a05043,4
u00025,a05859,2
u00025,a06038,3
u00025,a05056,3
u00025,a04958,4
u00025,a00768,5
u00025,a05408,1
u00025,a02920,3
u00025,a04917,2
u00025,a02185,5
u00025,a00459,1
u00025,a01333,1
u00025,a04661,4
u00025,a06798,2
u00025,a00857,3
u00025,a05954,3
u00025,a03313,2
u00025,a04499,3
u00025,a06608,4
u00025,a00385,1
u00025,a02372,4
u00025,a00330,4
u00025,a02692,5
u00025,a04554,1
u00025,a02871,3
u00025,a05566,5
u00025,a01277,1
u00025,a03650,2
u00025,a04283,3
u00025,a04006,2
u00025,a04383,4
u00025,a03417,5
u00025,a02586,4
u00025,a01717,1
u00025,a00338,1
u00025,a05431,1
u00025,a05435,2
u00025,a05438,2
u00025,a04777,3
u00025,a01053,2
u00025,a03731,1
u00025,a05614,2
u00026,a02328,1
u00026,a01852,4
u00026,a00884,3
u00026,a02549,3
u00026,a06612,4
u00026,a00656,2
u00026,a02429,4
u00026,a05620,5
u00026,a03422,1
u00026,a03905,2
u00026,a00943,2
u00026,a00011,1
u00026,a01247,5
u00026,a01584,2
u00026,a01763,2
u00026,a04446,2
u00026,a02812,2
u00026,a03632,4
u00026,a05997,5
u00026,a06834,2
u00026,a00018,5
u00026,a01860,1
u00026,a00592,5
u00026,a01491,5
u00026,a01100,4
u00026,a05793,5
u00026,a06856,5
u00026,a01757,3
u00026,a02935,2
u00026,a03894,4
u00026,a06295,2
u00026,a03906,1
u00026,a06350,2
u00026,a02276,2
u00026,a04886,3
u00026,a01561,4
u00026,a02970,2
u00026,a03359,4
u00026,a05775,5
u00026,a03027,2
u00026,a06201,3
u00026,a01632,1
u00026,a01082,2
u00026,a06351,3
u00026,a04860,2
u00026,a03236,3
u00026,a00803,1
u00026,a01909,2
u00026,a00137,5
u00026,a01931,1
u00026,a00673,4
u00026,a06442,5
u00026,a05219,4
u00026,a05268,5
u00026,a06879,2
u00026,a01536,4
u00026,a04274,1
u00026,a06224,1
u00026,a01926,2
u00026,a03054,5
u00026,a05488,1
u00026,a06339,2
u00026,a00267,1
u00026,a00346,5
u00026,a06827,3
u00026,a02845,2
u00026,a04502,3
u00026,a00101,5
u00026,a06235,5
u00026,a06224,3
u00026,a01128,2
u00026,a00231,5
u00026,a01876,1
u00026,a05567,4
u00026,a03082,3
u00026,a04542,2
u00026,a04737,5
u00026,a06446,1
u00026,a03600,5
u00026,a05468,2
u00026,a01873,4
u00026,a05316,3
u00026,a06672,5
u00026,a06377,2
u00026,a01653,5
u00026,a05394,5
u00026,a01405,2
u00026,a06044,2
u00026,a02550,5
u00026,a02026,2
u00026,a05110,4
u00026,a05375,4
u00026,a03383,3
u00026,a01404,5
u00026,a03822,3
u00027,a04282,5
u00027,a00143,5
u00027,a04130,3
u00027,a05583,1
u00027,a02236,1
u00027,a00605,1
u00027,a00385,5
u00027,a02756,2
u00027,a03322,2
u00027,a00711,2
u00027,a06944,5
u00027,a03733,5
u00027,a06154,4
u00027,a02551,2
u00027,a06404,1
u00027,a02787,5
u00027,a05616,2
u00027,a03136,5
u00027,a05039,1
u00027,a03991,3
u00027,a03732,1
u00027,a06716,5
u00027,a01405,3
u00027,a03369,2
u00027,a02258,1
u00027,a03361,1
u00027,a05782,4
u00027,a01898,4
u00027,a06139,5
u00027,a00500,4
u00027,a04591,3
u00027,a05195,1
u00027,a00162,3
u00027,a00941,3
u00027,a01002,4
u00027,a02832,2
u00027,a01816,3
u00027,a04301,3
u00027,a03914,3
u00027,a06952,2
u00027,a01191,3
u00027,a00985,5
u00027,a06048,1
u00027,a00917,3
u00027,a00224,3
u00027,a02907,4
u00027,a05432,4
u00027,a03641,3
u00027,a03540,4
u00027,a01392,3
u00027,a02768,5
u00027,a00725,1
u00027,a00130,5
u00027,a03341,4
u00027,a00019,4
u00027,a06044,2
u00027,a06552,2
u00027,a03970,4
u00027,a02220,4
u00027,a01806,5
u00027,a04245,4
u00027,a01946,1
u00027,a00493,1
u00027,a01232,1
u00027,a00291,5
u00027,a01368,4
u00027,a03004,4
u00027,a06566,1
u00027,a00932,5
u00027,a01322,5
u00027,a03246,1
u00027,a01379,1
u00027,a06449,5
u00027,a03779,5
u00027,a00350,3
u00027,a00647,2
u00027,a04477,3
u00027,a01697,1
u00027,a03659,3
u00027,a00192,5
u00027,a05865,1
u00027,a02688,5
u00027,a04126,3
u00027,a03763,1
u00027,a04841,2
u00027,a06934,3
u00027,a03448,3
u00027,a01785,2
u00027,a00297,5
u00027,a02539,3
u00027,a01781,5
u00027,a04479,4
u00027,a02540,5
u00027,a00897,1
u00027,a02178,2
u00027,a05183,2
u00027,a05330,3
u00027,a01070,4
u00027,a00413,4
u00028,a00142,2
u00028,a05488,3
u00028,a00217,4
u00028,a04140,3
u00028,a03428,1
u00028,a06174,5
u00028,a05435,5
u00028,a00082,5
u00028,a03174,1
u00028,a00750,4
u00028,a02347,4
u00028,a03440,5
u00028,a05073,4
u00028,a06240,4
u00028,a05807,2
u00028,a00628,1
u00028,a05520,1
u00028,a01234,3
u00028,a06423,5
u00028,a06574,5
u00028,a04990,1
u00028,a04923,2
u00028,a02201,5
u00028,a01262,5
u00028,a01599,2
u00028,a02555,5
u00028,a06954,4
u00028,a03645,4
u00028,a02880,3
u00028,a03721,5
u00028,a00791,3
u00028,a00931,3
u00028,a01130,4
u00028,a04460,3
u00028,a06279,4
u00028,a06771,5
u00028,a06047,2
u00028,a04588,2
u00028,a05029,1
u00028,a01464,2
u00028,a03305,1
u00028,a01906,2
u00028,a02422,4
u00028,a05126,1
u00028,a05678,3
u00028,a00996,4
u00028,a06338,4
u00028,a04849,2
u00028,a03322,2
u00028,a04399,1
u00028,a00276,1
u00028,a06667,2
u00028,a05211,5
u00028,a01847,5
u00028,a04489,4
u00028,a06601,1
u00028,a06932,1
u00028,a03761,3
u00028,a03234,1
u00028,a02510,3
u00028,a03509,4
u00028,a01526,1
u00028,a02545,5
u00028,a00238,3
u00028,a06778,5
u00028,a04894,3
u00028,a04713,2
u00028,a01166,4
u00028,a04427,1
u00028,a05237,4
u00028,a05414,4
u00028,a01826,3
u00028,a01408,2
u00028,a01881,5
u00028,a06081,1
u00028,a03167,4
u00028,a00244,5
u00028,a00157,3
u00028,a05189,3
u00028,a03067,2
u00028,a03251,2
u00028,a05405,4
u00028,a02843,2
u00028,a04195,1
u00028,a02155,2
u00028,a06452,2
u00028,a04937,4
u00028,a01974,5
u00028,a04383,4
u00028,a01970,1
u00028,a00908,2
u00028,a05489,3
u00029,a05399,2
u00029,a06218,5
u00029,a04736,2
u00029,a02676,1
u00029,a05098,2
u00029,a02356,1
u00029,a03102,1
u00029,a00722,1
u00029,a04170,4
u00029,a05383,2
u00029,a03003,3
u00029,a05353,3
u00029,a05468,2
u00029,a06413,1
u00029,a02432,5
u00029,a00339,3
u00029,a02704,2
u00029,a01652,1
u00029,a01522,2
u00029,a00135,3
u00029,a01770,5
u00029,a03754,2
u00029,a04930,4
u00029,a06488,4
u00029,a02209,3
u00029,a00279,1
u00029,a03625,3
u00029,a01191,5
u00029,a03842,4
u00029,a01910,2
u00029,a00682,2
u00029,a00935,2
u00029,a06583,3
u00029,a06762,2
u00029,a00753,2
u00029,a02110,1
u00029,a01274,4
u00029,a00701,4
u00029,a06366,5
u00029,a05619,3
u00029,a04417,5
u00029,a00846,4
u00029,a04948,3
u00029,a00306,4
u00029,a03469,3
u00029,a01868,3
u00029,a01814,4
u00029,a02231,4
u00029,a04990,1
u00029,a05144,5
u00029,a05035,5
u00029,a04559,3
u00029,a01667,3
u00029,a04341,5
u00029,a01423,4
u00029,a06890,3
u00029,a03064,4
u00029,a04738,4
u00029,a03884,5
